,neg_sent,neu_sent,pos_sent
1565,0.017,0.855,0.129
1566,0.02,0.841,0.139
1567,0.008,0.823,0.168
1568,0.01,0.852,0.138
1569,0.016,0.812,0.172
1570,0.028,0.825,0.147
1571,0.026,0.842,0.132
1572,0.027,0.831,0.142
1573,0.028,0.832,0.14
1574,0.017,0.824,0.159
1575,0.013,0.827,0.16
1576,0.04,0.826,0.134
1577,0.014,0.807,0.179
1578,0.017,0.85,0.133
1579,0.008,0.819,0.173
1580,0.021,0.822,0.158
1581,0.009,0.813,0.178
1582,0.015,0.844,0.142
1583,0.027,0.804,0.169
1584,0.016,0.849,0.135
1585,0.013,0.862,0.125
1586,0.016,0.826,0.158
1587,0.012,0.819,0.169
1588,0.014,0.801,0.185
1589,0.03,0.83,0.14
1590,0.015,0.826,0.159
1591,0.019,0.801,0.18
1592,0.014,0.838,0.148
1593,0.016,0.82,0.164
1594,0.005,0.851,0.144
1595,0.02,0.795,0.184
1596,0.015,0.786,0.199
1597,0.008,0.817,0.175
1598,0.017,0.82,0.163
1599,0.029,0.85,0.121
1600,0.014,0.809,0.177
1601,0.014,0.823,0.164
1602,0.024,0.79,0.186
1603,0.034,0.84,0.126
1604,0.014,0.824,0.162
1605,0.01,0.828,0.162
1606,0.018,0.811,0.171
1607,0.017,0.817,0.166
1608,0.032,0.813,0.155
1609,0.033,0.843,0.124
1610,0.008,0.821,0.17
1611,0.017,0.825,0.158
1612,0.019,0.843,0.138
1613,0.017,0.811,0.172
1614,0.019,0.822,0.16
1615,0.026,0.8,0.174
1616,0.017,0.811,0.172
1617,0.01,0.859,0.132
1618,0.012,0.82,0.167
1619,0.04,0.819,0.141
1620,0.011,0.848,0.142
1621,0.021,0.799,0.18
1622,0.016,0.799,0.185
1623,0.032,0.818,0.15
1624,0.015,0.83,0.156
1625,0.015,0.873,0.112
1626,0.022,0.831,0.147
1627,0.018,0.777,0.204
1628,0.019,0.813,0.168
1629,0.005,0.834,0.161
1630,0.014,0.869,0.117
1631,0.014,0.862,0.124
1632,0.014,0.803,0.183
1633,0.031,0.842,0.127
1634,0.016,0.779,0.205
1635,0.022,0.853,0.124
1636,0.027,0.768,0.205
1637,0.036,0.816,0.148
1638,0.013,0.818,0.168
1639,0.009,0.812,0.179
1640,0.022,0.826,0.152
1641,0.014,0.852,0.135
1642,0.022,0.841,0.137
1643,0.019,0.83,0.15
1644,0.018,0.841,0.141
1645,0.016,0.797,0.186
1646,0.019,0.82,0.16
1647,0.021,0.843,0.136
1648,0.029,0.814,0.158
1649,0.018,0.814,0.168
1650,0.015,0.799,0.186
1651,0.011,0.818,0.17
1652,0.027,0.836,0.136
1653,0.009,0.815,0.176
1654,0.009,0.854,0.137
1655,0.014,0.82,0.166
1656,0.009,0.856,0.134
1657,0.024,0.841,0.135
1658,0.026,0.806,0.169
1659,0.042,0.85,0.108
1660,0.005,0.827,0.167
1661,0.006,0.82,0.173
1662,0.016,0.817,0.167
1663,0.022,0.842,0.136
1664,0.018,0.845,0.137
1665,0.025,0.835,0.14
1666,0.009,0.801,0.19
1667,0.01,0.838,0.153
1668,0.009,0.813,0.179
1669,0.012,0.847,0.141
1670,0.021,0.818,0.161
1671,0.013,0.83,0.157
1672,0.012,0.844,0.143
1673,0.004,0.815,0.181
1674,0.0,0.882,0.118
1675,0.0,0.838,0.162
1676,0.0,0.896,0.104
1677,0.0,0.975,0.025
1678,0.0,0.946,0.054
1679,0.0,0.938,0.062
1680,0.0,0.906,0.094
1681,0.0,0.95,0.05
1682,0.0,0.984,0.016
1683,0.032,0.877,0.091
1684,0.0,0.905,0.095
1685,0.0,0.946,0.054
1686,0.0,0.9,0.1
1687,0.0,0.928,0.072
1688,0.0,0.901,0.099
1689,0.0,0.945,0.055
1690,0.0,0.946,0.054
1691,0.0,0.855,0.145
1692,0.0,0.915,0.085
1693,0.0,0.902,0.098
1694,0.0,0.899,0.101
1695,0.0,0.922,0.078
1696,0.0,0.882,0.118
1697,0.0,0.937,0.063
1698,0.0,0.963,0.037
1699,0.0,0.875,0.125
1700,0.0,0.978,0.022
1701,0.0,0.928,0.072
1702,0.0,0.922,0.078
1703,0.0,0.938,0.062
1704,0.0,0.957,0.043
1705,0.0,0.907,0.093
1706,0.0,0.863,0.137
1707,0.0,0.943,0.057
1708,0.0,0.958,0.042
1709,0.0,0.91,0.09
1710,0.0,0.93,0.07
1711,0.0,0.95,0.05
1712,0.0,1.0,0.0
1713,0.0,0.961,0.039
1714,0.0,0.887,0.113
1715,0.0,0.901,0.099
1716,0.0,0.954,0.046
1717,0.016,0.818,0.166
1718,0.0,0.934,0.066
1719,0.0,0.864,0.136
1720,0.0,0.954,0.046
1721,0.0,0.929,0.071
1722,0.037,0.941,0.022
1723,0.0,0.912,0.088
1724,0.0,0.907,0.093
1725,0.0,1.0,0.0
1726,0.0,0.904,0.096
1727,0.0,0.95,0.05
1728,0.0,0.922,0.078
1729,0.0,0.921,0.079
1730,0.0,0.907,0.093
1731,0.0,0.954,0.046
1732,0.0,0.937,0.063
1733,0.028,0.809,0.163
1734,0.0,0.868,0.132
1735,0.0,0.926,0.074
1736,0.0,0.917,0.083
